meta_analysis_id,study_id,author,year,journal,pmid,country,intervention,intervention_dose,comparator,n_intervention,n_comparator,outcome_type,events_intervention,events_comparator,mean_intervention,sd_intervention,mean_comparator,sd_comparator,hazard_ratio,hr_ci_lower,hr_ci_upper,follow_up_months,age_mean,age_sd,percent_male,percent_white,disease_severity,comorbidities,rob_random_sequence,rob_allocation_concealment,rob_blinding_participants,rob_blinding_outcome,rob_incomplete_outcome,rob_selective_reporting,rob_other_bias,rob_overall,industry_funding,multi_center,therapeutic_area,disease_indication,intervention_class,outcome_measure
CMETA369,RCT7024,James,2014,Lancet Respir Med,19026256,Portugal,Metformin agent,Standard dose,Active comparator,718,865,binary,194,199,,,,,,,,24,61.1,11.0,50,77,Moderate-severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7025,Alvarez,2021,Thorax,24995852,Chile,Metformin agent,Standard dose,Placebo,839,741,binary,253,169,,,,,,,,36,50.7,10.9,47,65,Moderate,Multiple,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7026,Peterson,2005,NEJM,31424090,South Korea,Metformin agent,Standard dose,Active comparator,727,1041,binary,173,314,,,,,,,,36,59.6,12.7,46,80,Severe,CKD,low,low,low,low,unclear,low,low,unclear,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7027,Nguyen,2020,Thorax,31523005,Ireland,Metformin agent,Standard dose,Placebo,942,1019,binary,190,196,,,,,,,,24,54.4,13.5,52,59,Severe,Diabetes,unclear,low,low,low,low,low,low,unclear,yes,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA369,RCT7028,Nelson,2017,Ann Neurol,21325776,South Korea,Metformin agent,Standard dose,Placebo,878,682,binary,486,285,,,,,,,,24,53.8,11.6,48,65,Severe,CVD,low,low,low,low,low,low,low,low,no,yes,Endocrinology,Osteoporosis,Metformin,Primary outcome
CMETA370,RCT7029,Collins,2014,Neurology,32618096,France,Anti-TNF agent,Standard dose,Active comparator,347,610,binary,40,64,,,,,,,,36,60.9,11.9,43,72,Moderate-severe,Obesity,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7030,Turner,2007,BMJ,27882398,Finland,Anti-TNF agent,Standard dose,Active comparator,444,407,binary,135,164,,,,,,,,60,57.2,12.3,38,83,Moderate-severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7031,Sanders,2006,JAMA Neurol,22899685,Switzerland,Anti-TNF agent,Standard dose,Placebo,369,476,binary,63,83,,,,,,,,24,57.8,9.7,25,48,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7032,King,2012,J Pain,25222237,Colombia,Anti-TNF agent,Standard dose,Placebo,552,257,binary,301,114,,,,,,,,36,60.7,12.7,29,87,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,no,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7033,White,2015,Ann Neurol,16922831,Argentina,Anti-TNF agent,Standard dose,Placebo,386,357,binary,147,124,,,,,,,,36,54.6,9.1,26,72,Moderate-severe,Obesity,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7034,Lee,2022,Haematologica,18200007,Argentina,Anti-TNF agent,Standard dose,Placebo,585,380,binary,230,128,,,,,,,,24,56.0,12.2,25,48,Moderate,Multiple,low,low,low,low,low,low,low,low,no,no,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7035,Ruiz,2008,Lancet Infect Dis,36627169,Belgium,Anti-TNF agent,Standard dose,Placebo,443,321,binary,216,156,,,,,,,,60,58.5,9.1,29,74,Mild,COPD,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7036,Hernandez,2005,Chest,34933694,Australia,Anti-TNF agent,Standard dose,Placebo,496,527,binary,136,204,,,,,,,,36,51.8,10.2,42,56,Severe,Diabetes,low,low,low,low,low,low,low,low,no,no,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7037,Hernandez,2021,Lancet Neurol,30682464,Turkey,Anti-TNF agent,Standard dose,Placebo,441,361,binary,153,140,,,,,,,,60,46.1,12.1,31,70,Moderate-severe,HTN,low,low,low,low,low,low,low,low,yes,no,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7038,Perez,2009,Lancet Infect Dis,28709383,Turkey,Anti-TNF agent,Standard dose,Active comparator,363,612,binary,142,222,,,,,,,,48,56.3,8.3,42,84,Moderate,CKD,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7039,Collins,2012,Gut,34390933,Thailand,Anti-TNF agent,Standard dose,Placebo,539,367,binary,237,148,,,,,,,,60,55.9,12.5,40,86,Moderate,COPD,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7040,Collins,2005,Cancer,25623734,Japan,Anti-TNF agent,Standard dose,Active comparator,554,394,binary,166,195,,,,,,,,48,60.4,10.3,32,84,Mild,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7041,Cook,2005,Stroke,16713475,Philippines,Anti-TNF agent,Standard dose,Active comparator,331,362,binary,127,101,,,,,,,,36,50.1,10.8,30,51,Moderate,HTN,low,low,low,low,low,low,low,low,no,no,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7042,Thomas,2010,Gut,36446579,Australia,Anti-TNF agent,Standard dose,Placebo,570,638,binary,163,289,,,,,,,,36,53.4,13.9,27,62,Moderate-severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7043,Myers,2013,Haematologica,20253542,Norway,Anti-TNF agent,Standard dose,Placebo,504,503,binary,76,66,,,,,,,,60,57.8,13.4,33,61,Moderate-severe,HTN,unclear,low,low,low,low,low,low,unclear,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7044,Gray,2019,Circulation,33205513,Finland,Anti-TNF agent,Standard dose,Active comparator,518,316,binary,212,104,,,,,,,,48,60.5,11.0,26,56,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7045,Gomez,2012,Diabetes Care,21246494,Turkey,Anti-TNF agent,Standard dose,Active comparator,407,417,binary,37,45,,,,,,,,60,56.3,12.0,26,82,Severe,None,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7046,Ortiz,2015,Chest,30060204,Indonesia,Anti-TNF agent,Standard dose,Active comparator,275,300,binary,71,71,,,,,,,,36,47.3,12.1,39,80,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,no,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7047,Thompson,2010,J Infect Dis,30286043,Portugal,Anti-TNF agent,Standard dose,Placebo,555,390,binary,94,58,,,,,,,,36,46.5,12.1,41,63,Mild,Diabetes+HTN,low,unclear,low,low,low,low,low,unclear,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7048,Ramos,2015,NEJM,30865648,Brazil,Anti-TNF agent,Standard dose,Placebo,436,526,binary,125,243,,,,,,,,48,61.3,13.8,35,84,Severe,CKD,low,low,unclear,low,low,low,low,unclear,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7049,Moore,2017,Thorax,25511005,Netherlands,Anti-TNF agent,Standard dose,Placebo,477,594,binary,160,150,,,,,,,,48,55.6,11.6,25,85,Mild,CVD,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7050,Lopez,2011,Br J Cancer,21454413,UAE,Anti-TNF agent,Standard dose,Placebo,569,551,binary,141,124,,,,,,,,48,49.9,12.9,37,75,Severe,None,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7051,Campbell,2014,Ann Intern Med,21178867,South Korea,Anti-TNF agent,Standard dose,Placebo,349,403,binary,163,151,,,,,,,,12,47.9,10.3,38,56,Severe,CVD,low,low,low,low,unclear,low,low,unclear,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7052,Clark,2013,Lancet Infect Dis,26968042,Spain,Anti-TNF agent,Standard dose,Active comparator,355,483,binary,144,167,,,,,,,,12,48.9,9.0,45,49,Mild,CVD,low,low,low,low,low,low,low,low,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7053,Lopez,2007,JAMA Psychiatry,20270924,Japan,Anti-TNF agent,Standard dose,Placebo,253,640,binary,27,69,,,,,,,,48,51.3,11.7,45,51,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7054,Sanders,2012,J Am Coll Cardiol,29310592,Malaysia,Anti-TNF agent,Standard dose,Placebo,308,635,binary,74,123,,,,,,,,48,47.5,9.8,26,80,Moderate,CKD,low,low,low,low,low,low,low,low,yes,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7055,Edwards,2021,J Antimicrob Chemother,35210838,Austria,Anti-TNF agent,Standard dose,Placebo,403,503,binary,90,97,,,,,,,,24,53.4,9.9,36,59,Severe,CKD,low,low,low,low,low,high,low,high,yes,no,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7056,Lewis,2023,Ann Rheum Dis,25371760,Switzerland,Anti-TNF agent,Standard dose,Placebo,407,577,binary,228,251,,,,,,,,24,57.4,8.6,26,47,Severe,CVD,low,low,low,low,low,low,high,high,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA370,RCT7057,Turner,2006,Am J Respir Crit Care Med,26311978,Denmark,Anti-TNF agent,Standard dose,Placebo,635,628,binary,282,229,,,,,,,,60,58.0,10.6,25,46,Moderate,None,unclear,low,low,low,low,low,low,unclear,no,yes,Rheumatology,Rheumatoid arthritis,Anti-TNF,Primary outcome
CMETA371,RCT7058,Wright,2022,Lancet Gastroenterol Hepatol,18949731,Peru,Mood stabilizer agent,Standard dose,Placebo,343,193,binary,45,36,,,,,,,,48,52.9,13.8,41,51,Moderate,HTN,low,unclear,low,low,low,low,low,unclear,yes,no,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7059,Edwards,2020,Antimicrob Agents Chemother,23026906,India,Mood stabilizer agent,Standard dose,Active comparator,371,226,binary,170,112,,,,,,,,60,44.6,9.3,42,87,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,no,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7060,Long,2016,Blood,36349772,Hong Kong,Mood stabilizer agent,Standard dose,Placebo,228,260,binary,46,47,,,,,,,,24,37.2,12.1,39,81,Mild,Obesity,low,low,low,low,low,low,low,low,yes,no,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7061,Taylor,2013,J Pain,34941155,Argentina,Mood stabilizer agent,Standard dose,Placebo,248,369,binary,35,39,,,,,,,,12,54.7,12.2,28,75,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7062,Johnson,2015,Lancet Respir Med,25681761,Thailand,Mood stabilizer agent,Standard dose,Active comparator,356,423,binary,90,103,,,,,,,,12,53.6,9.2,41,57,Mild,COPD,low,low,low,low,low,low,unclear,unclear,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7063,Garcia,2018,J Clin Oncol,28533603,New Zealand,Mood stabilizer agent,Standard dose,Placebo,297,462,binary,34,49,,,,,,,,60,42.4,12.0,36,55,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7064,Wright,2008,Lancet Respir Med,32104318,UK,Mood stabilizer agent,Standard dose,Active comparator,478,412,binary,263,199,,,,,,,,36,33.6,8.5,38,80,Moderate,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7065,Jackson,2011,Stroke,29483310,Austria,Mood stabilizer agent,Standard dose,Placebo,479,378,binary,133,117,,,,,,,,36,40.4,10.4,35,75,Moderate-severe,CKD,low,low,low,low,low,low,low,low,yes,no,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7066,Perez,2018,Gastroenterology,32686252,Canada,Mood stabilizer agent,Standard dose,Placebo,295,181,binary,154,68,,,,,,,,60,41.5,11.8,34,45,Moderate-severe,None,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7067,Green,2006,J Am Coll Cardiol,23838380,Malaysia,Mood stabilizer agent,Standard dose,Active comparator,340,325,binary,58,44,,,,,,,,36,42.8,10.3,36,65,Moderate,COPD,low,low,low,low,low,low,low,low,yes,no,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7068,Roberts,2011,Leukemia,33411339,Czech Republic,Mood stabilizer agent,Standard dose,Placebo,183,368,binary,24,45,,,,,,,,60,36.0,9.5,50,82,Severe,Diabetes,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7069,Wilson,2007,Arthritis Rheumatol,34572083,Turkey,Mood stabilizer agent,Standard dose,Placebo,389,406,binary,45,44,,,,,,,,60,49.8,13.7,42,65,Mild,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7070,Stewart,2005,Lancet Respir Med,22285191,Germany,Mood stabilizer agent,Standard dose,Placebo,386,441,binary,100,99,,,,,,,,48,38.6,14.0,39,61,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7071,Ramirez,2008,Lancet Gastroenterol Hepatol,25849468,Australia,Mood stabilizer agent,Standard dose,Placebo,238,405,binary,107,166,,,,,,,,60,45.9,12.4,29,73,Moderate-severe,HTN,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7072,Stewart,2016,Clin Cancer Res,27496033,Hong Kong,Mood stabilizer agent,Standard dose,Placebo,432,488,binary,97,160,,,,,,,,60,49.1,13.2,51,79,Severe,HTN,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7073,Wright,2012,Gastroenterology,33827941,Peru,Mood stabilizer agent,Standard dose,Placebo,436,231,binary,209,110,,,,,,,,48,49.4,10.2,33,45,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7074,Bailey,2010,Lancet,19148433,Sweden,Mood stabilizer agent,Standard dose,Placebo,399,238,binary,80,78,,,,,,,,48,32.7,13.2,30,76,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,no,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7075,Richardson,2023,J Clin Endocrinol Metab,19241662,Sweden,Mood stabilizer agent,Standard dose,Active comparator,431,271,binary,56,32,,,,,,,,60,35.1,8.4,45,76,Moderate,None,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7076,Long,2014,Leukemia,29878479,UAE,Mood stabilizer agent,Standard dose,Active comparator,399,442,binary,164,183,,,,,,,,24,41.6,11.5,44,57,Moderate-severe,Multiple,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7077,Torres,2008,Lancet Neurol,35983265,Austria,Mood stabilizer agent,Standard dose,Active comparator,458,222,binary,110,50,,,,,,,,12,50.3,9.9,48,86,Mild,Diabetes,low,low,low,low,low,low,low,low,no,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA371,RCT7078,Morris,2006,BMJ,35172861,USA,Mood stabilizer agent,Standard dose,Placebo,328,395,binary,38,65,,,,,,,,24,41.6,13.7,51,64,Moderate,Diabetes,low,low,low,low,low,low,low,low,yes,yes,Psychiatry,Generalized anxiety disorder,Mood stabilizer,Primary outcome
CMETA372,RCT7079,Evans,2018,Gastroenterology,28436657,Saudi Arabia,SNRI agent,Standard dose,Active comparator,291,154,continuous,,,58.2,20.2,62.9,20.8,,,,24,47.9,10.7,51,76,Moderate-severe,Obesity,low,unclear,low,low,low,low,low,unclear,yes,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7080,Kelly,2013,Lancet Infect Dis,17484888,Norway,SNRI agent,Standard dose,Active comparator,396,184,continuous,,,60.0,19.5,71.3,17.4,,,,24,50.7,8.7,54,57,Mild,HTN,low,low,low,low,low,low,unclear,unclear,yes,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7081,Ramirez,2011,Lancet Neurol,26542402,Norway,SNRI agent,Standard dose,Placebo,174,285,continuous,,,56.6,27.3,75.0,24.1,,,,60,56.4,11.3,47,46,Severe,COPD,low,low,low,low,low,low,low,low,no,no,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7082,Price,2023,Antimicrob Agents Chemother,23738078,Denmark,SNRI agent,Standard dose,Active comparator,387,348,continuous,,,55.7,23.5,60.9,26.5,,,,60,54.3,13.1,40,49,Moderate-severe,CKD,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7083,Carter,2019,Thorax,36270432,New Zealand,SNRI agent,Standard dose,Placebo,338,218,continuous,,,44.2,23.1,49.5,25.8,,,,12,61.8,10.2,42,66,Mild,Multiple,low,low,low,low,low,low,low,low,no,no,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7084,Diaz,2014,Stroke,30003543,India,SNRI agent,Standard dose,Active comparator,409,332,continuous,,,34.8,21.7,53.3,21.2,,,,48,50.8,14.0,40,80,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7085,Roberts,2022,Lancet Psychiatry,28964607,UAE,SNRI agent,Standard dose,Active comparator,331,403,continuous,,,65.8,13.4,75.9,13.9,,,,48,60.8,10.8,38,70,Severe,Diabetes+HTN,low,low,low,low,low,low,low,low,yes,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7086,Brown,2018,JAMA Neurol,33624205,Spain,SNRI agent,Standard dose,Placebo,244,286,continuous,,,65.7,18.7,75.7,21.0,,,,48,58.8,12.1,51,87,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7087,Nelson,2023,Lancet Respir Med,21191994,Peru,SNRI agent,Standard dose,Placebo,398,416,continuous,,,68.5,20.9,76.4,23.7,,,,36,49.3,10.3,46,48,Severe,Obesity,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7088,Price,2020,J Infect Dis,26420922,Turkey,SNRI agent,Standard dose,Active comparator,303,443,continuous,,,52.7,24.0,61.5,24.2,,,,48,52.8,10.6,42,83,Severe,Multiple,low,unclear,low,high,low,low,low,high,no,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7089,Mendoza,2023,JAMA,21529253,Sweden,SNRI agent,Standard dose,Active comparator,401,157,continuous,,,59.0,22.5,64.9,22.1,,,,48,60.7,14.0,57,69,Mild,None,unclear,low,low,low,low,low,low,unclear,no,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7090,Castillo,2014,Neurology,18161282,Chile,SNRI agent,Standard dose,Placebo,279,164,continuous,,,63.5,15.0,72.3,16.9,,,,36,47.6,13.8,36,55,Moderate,HTN,low,low,low,low,low,low,low,low,yes,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA372,RCT7091,Baker,2015,Clin Cancer Res,31609888,Greece,SNRI agent,Standard dose,Placebo,371,419,continuous,,,37.9,14.8,50.7,14.1,,,,48,49.8,12.8,40,49,Moderate,Diabetes,low,low,low,low,low,low,low,low,no,yes,Pain medicine,Neuropathic pain,SNRI,Primary outcome
CMETA373,RCT7092,Smith,2014,Haematologica,24756002,Argentina,Immunomodulator agent,Standard dose,Placebo,363,430,binary,55,69,,,,,,,,60,47.8,11.8,37,54,Severe,Multiple,low,low,low,low,low,low,low,low,yes,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7093,Mitchell,2019,Ann Rheum Dis,22191998,France,Immunomodulator agent,Standard dose,Active comparator,451,466,binary,123,107,,,,,,,,36,45.4,8.3,56,84,Severe,COPD,low,low,low,low,low,low,low,low,yes,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7094,Parker,2009,Blood,22901093,Denmark,Immunomodulator agent,Standard dose,Placebo,264,367,binary,72,163,,,,,,,,36,45.7,13.0,43,81,Moderate,Diabetes,low,low,low,low,high,low,low,high,no,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7095,Torres,2014,Lancet Infect Dis,16426584,Turkey,Immunomodulator agent,Standard dose,Active comparator,558,307,binary,284,112,,,,,,,,48,49.4,13.9,54,58,Moderate,Obesity,low,low,low,low,unclear,low,low,unclear,no,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7096,Clark,2017,J Pain,31778918,New Zealand,Immunomodulator agent,Standard dose,Placebo,441,502,binary,153,218,,,,,,,,60,48.9,13.1,38,46,Moderate,Obesity,high,low,low,low,low,low,low,high,no,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7097,Chavez,2007,Lancet Gastroenterol Hepatol,21637186,Philippines,Immunomodulator agent,Standard dose,Active comparator,248,549,binary,49,87,,,,,,,,60,60.9,10.6,51,88,Moderate,CKD,low,low,unclear,low,low,low,low,unclear,yes,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7098,Wood,2019,J Clin Oncol,35287783,Egypt,Immunomodulator agent,Standard dose,Placebo,472,563,binary,145,175,,,,,,,,48,47.8,11.5,39,87,Moderate-severe,CVD,low,low,low,low,low,low,low,low,no,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7099,Myers,2009,J Antimicrob Chemother,19089824,Norway,Immunomodulator agent,Standard dose,Active comparator,332,266,binary,43,31,,,,,,,,36,64.0,8.8,44,47,Severe,Obesity,low,low,low,low,low,low,low,low,yes,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7100,Foster,2018,Pain,23120664,Peru,Immunomodulator agent,Standard dose,Active comparator,411,299,binary,190,148,,,,,,,,12,60.2,9.7,37,85,Severe,Obesity,low,low,low,low,high,low,low,high,no,yes,Neurology,Migraine,Immunomodulator,Primary outcome
CMETA373,RCT7101,Clark,2015,Chest,25892183,Switzerland,Immunomodulator agent,Standard dose,Placebo,457,300,binary,79,83,,,,,,,,60,48.5,13.7,48,76,Moderate,None,low,low,low,low,low,low,low,low,no,yes,Neurology,Migraine,Immunomodulator,Primary outcome
