cea_id,study_type,publication_year,country,perspective,therapeutic_area,intervention_type,model_type,time_horizon_years,intervention_cost_usd,comparator_cost_usd,incremental_cost_usd,intervention_qalys,comparator_qalys,incremental_qalys,icer_per_qaly,wtp_threshold,ce_conclusion,deterministic_sa_conducted,probabilistic_sa_conducted,prob_ce_at_wtp,discount_rate_costs,discount_rate_outcomes,cheers_quality_score,efficacy_from_rct,utility_data_source,half_cycle_correction,scenario_analyses_n,subgroup_analyses,equity_considerations,funding_source
CEA0859,Cost-Utility Analysis (CUA),2024,Sweden,Societal,Infectious Disease,Surgical,Markov,10,49648.26,7170.85,42477.41,10.4636,7.0419,3.4217,12414.05,80000,Highly Cost-Effective,False,False,,0.05,0.04,24,False,Expert Opinion,True,1,True,False,Industry
CEA0860,Cost-Effectiveness Analysis (CEA),2020,Australia,Patient,Cardiology,Pharmaceutical,Hybrid,30,86317.56,47120.78,39196.78,14.3556,11.5625,2.7931,14033.36,80000,Highly Cost-Effective,True,True,0.498,0.04,0.035,14,True,EQ-5D,False,5,False,False,Industry
CEA0861,Cost-Utility Analysis (CUA),2019,Australia,Patient,Diabetes,Diagnostic,Decision Tree,30,116103.82,71414.29,44689.53,13.2292,9.912,3.3172,13472.19,80000,Highly Cost-Effective,True,True,0.796,0.04,0.035,17,False,SF-6D,False,7,True,False,Mixed
CEA0862,Cost-Minimization Analysis (CMA),2016,Canada,Hospital,Diabetes,Pharmaceutical,Decision Tree,10,23247.75,32629.23,-9381.48,13.2259,8.0734,5.1525,-1820.76,80000,Dominant,False,True,0.558,0.03,0.03,15,True,EQ-5D,True,1,False,True,Independent
CEA0863,Cost-Effectiveness Analysis (CEA),2022,Canada,Healthcare payer,Cardiology,Device,Decision Tree,30,128914.5,39537.96,89376.54,9.2384,13.6998,-4.4614,-20033.33,80000,Dominant,True,True,0.687,0.035,0.03,13,True,EQ-5D,False,3,True,False,Independent
CEA0864,Cost-Benefit Analysis (CBA),2019,Japan,Patient,Respiratory,Prevention,Decision Tree,Lifetime,141353.75,47528.46,93825.29,8.9468,13.3339,-4.3871,-21386.53,80000,Dominant,True,False,,0.04,0.04,18,False,EQ-5D,True,9,False,False,Government
CEA0865,Cost-Effectiveness Analysis (CEA),2016,Spain,Patient,Mental Health,Digital Health,Discrete Event Simulation,30,136855.19,134696.43,2158.75,13.1533,8.9848,4.1686,517.86,80000,Highly Cost-Effective,True,True,0.812,0.035,0.04,24,True,EQ-5D,True,8,True,False,Industry
CEA0866,Cost-Effectiveness Analysis (CEA),2022,USA,Government,Infectious Disease,Prevention,Hybrid,20,48024.02,97979.85,-49955.83,5.8033,5.1828,0.6205,-80506.55,100000,Dominant,True,False,,0.035,0.04,22,True,SF-6D,True,5,True,False,Mixed
CEA0867,Cost-Utility Analysis (CUA),2023,South Korea,Societal,Infectious Disease,Pharmaceutical,Decision Tree,10,86983.49,29868.52,57114.97,11.8087,2.3245,9.4842,6022.09,80000,Highly Cost-Effective,True,True,0.837,0.035,0.035,18,False,HUI,True,4,True,False,Industry
CEA0868,Cost-Effectiveness Analysis (CEA),2023,Sweden,Healthcare payer,Infectious Disease,Prevention,Discrete Event Simulation,Lifetime,75913.79,129852.71,-53938.92,3.7945,8.673,-4.8785,11056.52,80000,Highly Cost-Effective,False,True,0.483,0.03,0.035,19,True,SF-6D,False,9,True,False,Industry
CEA0869,Budget Impact Analysis (BIA),2017,Sweden,Government,Oncology,Prevention,Markov,10,54658.63,2511.0,52147.63,9.1134,7.7076,1.4058,37095.07,80000,Highly Cost-Effective,True,True,0.593,0.04,0.035,12,True,EQ-5D,False,9,True,False,Industry
CEA0870,Cost-Minimization Analysis (CMA),2022,UK,Societal,Diabetes,Behavioral,Markov,5,158700.93,57956.82,100744.12,5.0323,13.4239,-8.3916,-12005.4,50000,Dominant,True,False,,0.05,0.03,12,True,EQ-5D,False,7,False,False,Industry
CEA0871,Cost-Benefit Analysis (CBA),2022,Netherlands,Patient,Mental Health,Screening,Hybrid,1,73466.37,89054.3,-15587.94,13.4057,13.5931,-0.1873,83204.01,80000,Marginally Cost-Effective,True,True,0.451,0.05,0.03,19,True,Literature,False,4,False,True,Government
CEA0872,Cost-Effectiveness Analysis (CEA),2020,Germany,Societal,Infectious Disease,Screening,Decision Tree,5,132988.44,67535.89,65452.55,5.1912,2.0923,3.0989,21121.05,80000,Highly Cost-Effective,True,True,0.762,0.03,0.035,17,True,SF-6D,True,4,False,False,Independent
CEA0873,Cost-Utility Analysis (CUA),2015,Italy,Healthcare payer,Rheumatology,Device,Discrete Event Simulation,1,94513.49,116514.07,-22000.59,4.9315,11.5388,-6.6072,3329.77,80000,Highly Cost-Effective,True,False,,0.035,0.05,18,True,Literature,False,9,True,False,Government
CEA0874,Cost-Minimization Analysis (CMA),2018,Netherlands,Hospital,Respiratory,Diagnostic,Hybrid,20,26140.39,73109.81,-46969.41,4.1539,5.2418,-1.0878,43177.61,80000,Cost-Effective,True,False,,0.035,0.035,16,True,EQ-5D,True,2,False,False,Industry
CEA0875,Cost-Minimization Analysis (CMA),2022,USA,Societal,Rheumatology,Device,Decision Tree,10,181475.54,43424.59,138050.95,3.3421,13.9231,-10.581,-13047.03,100000,Dominant,True,False,,0.035,0.04,21,True,EQ-5D,False,1,False,False,Government
CEA0876,Cost-Minimization Analysis (CMA),2023,Australia,Government,Neurology,Device,Hybrid,30,55029.07,57356.81,-2327.74,11.1851,4.8356,6.3495,-366.6,80000,Dominant,True,True,0.485,0.05,0.04,15,False,Expert Opinion,True,3,False,False,Mixed
CEA0877,Budget Impact Analysis (BIA),2023,Netherlands,Patient,Neurology,Device,Hybrid,5,45088.81,20831.05,24257.76,5.8699,12.4088,-6.5389,-3709.75,80000,Dominant,True,False,,0.05,0.03,19,True,SF-6D,True,1,True,False,Government
CEA0878,Cost-Minimization Analysis (CMA),2020,Sweden,Societal,Neurology,Pharmaceutical,Discrete Event Simulation,20,23940.32,131383.48,-107443.16,3.1344,10.3144,-7.18,14964.21,80000,Highly Cost-Effective,True,True,0.557,0.05,0.035,14,True,SF-6D,True,8,False,False,Government
CEA0879,Cost-Utility Analysis (CUA),2018,Germany,Hospital,Rare Diseases,Pharmaceutical,Markov,1,23680.68,17611.89,6068.78,3.4279,12.9228,-9.4949,-639.16,80000,Dominant,True,True,0.53,0.05,0.05,22,True,Expert Opinion,True,0,False,False,Industry
CEA0880,Cost-Utility Analysis (CUA),2018,Japan,Societal,Cardiology,Device,Markov,1,27322.55,133668.25,-106345.69,13.7738,7.5909,6.1829,-17200.0,80000,Dominant,True,True,0.729,0.04,0.03,12,True,EQ-5D,False,6,True,False,Government
CEA0881,Cost-Effectiveness Analysis (CEA),2022,Canada,Societal,Rare Diseases,Diagnostic,Discrete Event Simulation,Lifetime,136837.87,113381.71,23456.16,14.6694,8.3653,6.3041,3720.79,80000,Highly Cost-Effective,True,False,,0.03,0.04,21,False,Expert Opinion,True,4,True,True,Industry
CEA0882,Cost-Utility Analysis (CUA),2017,Netherlands,Societal,Diabetes,Prevention,Decision Tree,10,21955.38,102219.28,-80263.9,3.0947,2.1769,0.9178,-87451.81,80000,Dominant,True,True,0.657,0.05,0.05,12,True,Literature,True,6,False,False,Industry
CEA0883,Cost-Benefit Analysis (CBA),2021,USA,Government,Infectious Disease,Device,Decision Tree,Lifetime,49210.1,38691.27,10518.83,8.4686,8.1149,0.3537,29737.9,100000,Highly Cost-Effective,True,False,,0.04,0.04,22,False,Literature,True,9,False,False,Industry
CEA0884,Cost-Minimization Analysis (CMA),2020,UK,Government,Infectious Disease,Diagnostic,Decision Tree,5,156296.89,18962.67,137334.22,10.7708,13.5065,-2.7357,-50201.44,50000,Dominant,False,True,0.637,0.03,0.03,15,True,HUI,True,8,True,False,Industry
CEA0885,Budget Impact Analysis (BIA),2023,Germany,Healthcare payer,Rare Diseases,Digital Health,Hybrid,1,120126.68,644.07,119482.61,4.53,8.2054,-3.6754,-32508.75,80000,Dominant,True,True,0.787,0.035,0.035,14,True,Expert Opinion,True,9,True,False,Independent
CEA0886,Budget Impact Analysis (BIA),2021,Italy,Patient,Cardiology,Behavioral,Markov,10,176356.18,69797.12,106559.06,14.3168,11.8755,2.4413,43648.53,80000,Cost-Effective,True,True,0.847,0.03,0.05,13,False,HUI,True,2,False,False,Government
CEA0887,Cost-Benefit Analysis (CBA),2017,South Korea,Government,Cardiology,Diagnostic,Discrete Event Simulation,20,75048.47,67652.09,7396.37,5.9122,2.8197,3.0925,2391.73,80000,Highly Cost-Effective,True,False,,0.04,0.05,14,True,SF-6D,True,8,True,True,Industry
CEA0888,Cost-Benefit Analysis (CBA),2021,Canada,Societal,Vaccines,Pharmaceutical,Discrete Event Simulation,10,2855.78,143744.05,-140888.27,11.8823,3.0086,8.8737,-15877.01,80000,Dominant,True,True,0.78,0.035,0.035,14,True,Literature,True,3,False,True,Independent
CEA0889,Budget Impact Analysis (BIA),2021,Netherlands,Societal,Mental Health,Prevention,Hybrid,1,96782.93,13428.76,83354.17,12.2724,10.5078,1.7646,47235.86,80000,Cost-Effective,True,False,,0.05,0.035,17,True,SF-6D,True,2,True,False,Government
CEA0890,Cost-Utility Analysis (CUA),2023,Canada,Government,Rheumatology,Surgical,Discrete Event Simulation,Lifetime,48173.53,133615.97,-85442.44,3.5862,9.8768,-6.2905,13582.7,80000,Highly Cost-Effective,True,True,0.741,0.03,0.035,21,True,EQ-5D,False,1,False,True,Industry
CEA0891,Cost-Benefit Analysis (CBA),2024,UK,Healthcare payer,Cardiology,Prevention,Discrete Event Simulation,30,83541.71,27065.36,56476.35,12.1349,11.1441,0.9908,57000.23,50000,Marginally Cost-Effective,False,False,,0.035,0.04,16,True,SF-6D,True,6,False,True,Industry
CEA0892,Cost-Benefit Analysis (CBA),2021,Sweden,Healthcare payer,Vaccines,Digital Health,Markov,20,185663.72,50323.71,135340.01,10.7037,10.1845,0.5193,260637.53,80000,Not Cost-Effective,True,True,0.684,0.04,0.035,14,True,Literature,False,9,False,True,Government
CEA0893,Cost-Benefit Analysis (CBA),2019,USA,Societal,Cardiology,Device,Hybrid,30,17485.74,1003.28,16482.45,14.5267,13.9535,0.5732,28757.24,100000,Highly Cost-Effective,True,True,0.498,0.035,0.03,15,True,Literature,True,2,False,False,Government
CEA0894,Cost-Utility Analysis (CUA),2023,Canada,Societal,Neurology,Behavioral,Discrete Event Simulation,30,41778.9,84371.16,-42592.26,14.9146,12.1247,2.7899,-15266.39,80000,Dominant,True,False,,0.035,0.03,19,True,Expert Opinion,False,5,True,True,Industry
CEA0895,Cost-Effectiveness Analysis (CEA),2024,UK,Patient,Oncology,Prevention,Markov,20,180551.65,6020.34,174531.3,4.3531,6.9465,-2.5934,-67298.7,50000,Dominant,True,True,0.317,0.03,0.04,20,True,HUI,True,5,False,False,Industry
CEA0896,Cost-Utility Analysis (CUA),2021,Australia,Societal,Respiratory,Pharmaceutical,Discrete Event Simulation,20,56604.44,13275.35,43329.09,11.8477,9.3424,2.5053,17294.88,80000,Highly Cost-Effective,True,False,,0.035,0.035,16,True,HUI,True,4,True,False,Government
CEA0897,Budget Impact Analysis (BIA),2020,Netherlands,Healthcare payer,Cardiology,Diagnostic,Decision Tree,10,194143.29,123734.84,70408.45,10.3867,11.9665,-1.5798,-44568.18,80000,Dominant,True,False,,0.035,0.04,16,True,HUI,False,8,True,False,Government
CEA0898,Cost-Utility Analysis (CUA),2017,Spain,Healthcare payer,Rheumatology,Behavioral,Decision Tree,20,85385.98,139141.3,-53755.33,11.6913,5.4793,6.2119,-8653.55,80000,Dominant,True,False,,0.05,0.035,12,False,SF-6D,False,9,True,False,Government
CEA0899,Cost-Benefit Analysis (CBA),2024,Germany,Societal,Rheumatology,Prevention,Markov,30,15238.29,131256.95,-116018.67,6.7036,7.5886,-0.885,131088.02,80000,Not Cost-Effective,True,False,,0.035,0.035,12,True,EQ-5D,True,0,True,False,Government
CEA0900,Cost-Effectiveness Analysis (CEA),2023,Netherlands,Hospital,Rare Diseases,Device,Hybrid,1,74282.07,128920.54,-54638.47,9.0504,4.4961,4.5543,-11997.12,80000,Dominant,True,True,0.818,0.04,0.03,23,True,SF-6D,True,3,True,False,Independent
CEA0901,Cost-Benefit Analysis (CBA),2024,Italy,Patient,Rare Diseases,Pharmaceutical,Markov,Lifetime,96758.82,40907.6,55851.22,11.8786,11.6627,0.2159,258707.04,80000,Not Cost-Effective,True,True,0.856,0.035,0.04,17,True,Literature,True,6,True,True,Industry
CEA0902,Cost-Effectiveness Analysis (CEA),2024,Japan,Healthcare payer,Rare Diseases,Surgical,Markov,10,130025.28,36128.71,93896.57,7.5696,7.8936,-0.324,-289823.34,80000,Dominant,True,True,0.885,0.035,0.035,14,True,SF-6D,True,5,False,False,Mixed
CEA0903,Cost-Effectiveness Analysis (CEA),2022,Canada,Hospital,Rare Diseases,Device,Markov,10,77367.67,35681.12,41686.55,11.8753,4.726,7.1492,5830.91,80000,Highly Cost-Effective,True,False,,0.04,0.04,18,False,EQ-5D,True,1,False,False,Industry
CEA0904,Cost-Minimization Analysis (CMA),2015,France,Hospital,Oncology,Digital Health,Hybrid,1,185038.56,76619.39,108419.17,10.8611,2.1146,8.7465,12395.75,80000,Highly Cost-Effective,True,True,0.855,0.05,0.03,20,False,EQ-5D,True,4,True,False,Mixed
CEA0905,Cost-Utility Analysis (CUA),2017,Germany,Healthcare payer,Oncology,Diagnostic,Discrete Event Simulation,10,198160.47,117352.16,80808.31,12.7007,5.1317,7.569,10676.21,80000,Highly Cost-Effective,True,True,0.82,0.05,0.035,20,True,EQ-5D,False,3,True,False,Government
CEA0906,Budget Impact Analysis (BIA),2023,USA,Hospital,Diabetes,Behavioral,Markov,30,127814.03,50469.49,77344.54,6.0003,4.5138,1.4865,52030.99,100000,Cost-Effective,True,True,0.737,0.04,0.035,18,True,SF-6D,True,4,True,True,Industry
CEA0907,Cost-Utility Analysis (CUA),2023,Japan,Societal,Rare Diseases,Screening,Discrete Event Simulation,5,60633.92,46722.17,13911.75,5.9564,11.3817,-5.4253,-2564.24,80000,Dominant,True,True,0.568,0.035,0.05,22,False,EQ-5D,False,6,False,False,Industry
CEA0908,Cost-Benefit Analysis (CBA),2019,UK,Hospital,Oncology,Digital Health,Markov,Lifetime,42495.56,117269.9,-74774.34,3.4551,9.7602,-6.3051,11859.42,50000,Highly Cost-Effective,True,True,0.932,0.035,0.035,17,False,HUI,False,9,True,False,Government
CEA0909,Cost-Minimization Analysis (CMA),2024,Japan,Patient,Neurology,Device,Decision Tree,10,75865.74,27914.88,47950.86,9.5435,7.736,1.8075,26529.19,80000,Highly Cost-Effective,True,True,0.676,0.03,0.04,14,True,Literature,True,8,False,True,Industry
CEA0910,Cost-Utility Analysis (CUA),2019,Germany,Healthcare payer,Rheumatology,Device,Discrete Event Simulation,30,166145.62,137759.95,28385.67,11.0929,4.2953,6.7975,4175.89,80000,Highly Cost-Effective,True,False,,0.04,0.035,13,False,Literature,False,9,True,True,Industry
CEA0911,Cost-Utility Analysis (CUA),2023,Japan,Societal,Cardiology,Prevention,Markov,30,198996.67,3291.88,195704.78,11.3527,12.9907,-1.6379,-119484.82,80000,Dominant,True,False,,0.035,0.03,18,True,Expert Opinion,True,9,True,False,Industry
CEA0912,Cost-Minimization Analysis (CMA),2018,South Korea,Patient,Respiratory,Diagnostic,Markov,10,77584.38,137370.54,-59786.16,7.4108,8.286,-0.8752,68311.85,80000,Cost-Effective,True,True,0.191,0.04,0.05,13,False,Expert Opinion,False,1,False,False,Mixed
CEA0913,Budget Impact Analysis (BIA),2023,Netherlands,Societal,Oncology,Digital Health,Decision Tree,1,20097.95,27141.44,-7043.49,4.5204,2.5217,1.9987,-3524.08,80000,Dominant,True,False,,0.03,0.05,18,True,HUI,True,4,True,False,Independent
CEA0914,Cost-Utility Analysis (CUA),2018,Japan,Societal,Oncology,Surgical,Markov,Lifetime,27390.99,16612.64,10778.35,9.5246,3.2253,6.2993,1711.04,80000,Highly Cost-Effective,True,True,0.654,0.05,0.035,23,True,EQ-5D,True,5,True,False,Independent
CEA0915,Cost-Benefit Analysis (CBA),2019,Australia,Hospital,Rheumatology,Screening,Decision Tree,10,104797.44,78105.44,26692.0,6.9038,5.8947,1.0092,26449.57,80000,Highly Cost-Effective,True,True,0.702,0.05,0.03,13,True,EQ-5D,True,7,False,False,Government
CEA0916,Budget Impact Analysis (BIA),2018,Sweden,Hospital,Rheumatology,Surgical,Discrete Event Simulation,Lifetime,153340.02,134079.06,19260.96,3.8057,4.5158,-0.7102,-27121.77,80000,Dominant,True,False,,0.05,0.035,22,True,HUI,False,3,False,False,Government
CEA0917,Budget Impact Analysis (BIA),2018,USA,Societal,Oncology,Diagnostic,Decision Tree,10,184929.3,13673.79,171255.51,9.9592,12.4598,-2.5007,-68484.31,100000,Dominant,True,False,,0.03,0.04,13,True,HUI,False,8,False,False,Industry
CEA0918,Cost-Utility Analysis (CUA),2018,Canada,Government,Oncology,Screening,Markov,Lifetime,30100.65,113465.08,-83364.43,7.4759,13.0478,-5.5719,14961.46,80000,Highly Cost-Effective,True,True,0.481,0.04,0.04,16,True,HUI,False,3,False,False,Independent
CEA0919,Cost-Minimization Analysis (CMA),2016,Italy,Government,Oncology,Digital Health,Discrete Event Simulation,20,9517.02,111006.73,-101489.7,8.1403,5.3195,2.8208,-35978.57,80000,Dominant,True,True,0.57,0.05,0.035,14,False,HUI,True,9,True,False,Industry
CEA0920,Cost-Benefit Analysis (CBA),2023,Spain,Healthcare payer,Respiratory,Digital Health,Markov,5,7865.44,122916.94,-115051.5,5.3382,5.5081,-0.1699,677284.66,80000,Not Cost-Effective,True,False,,0.03,0.03,22,True,Expert Opinion,True,3,False,True,Industry
CEA0921,Cost-Utility Analysis (CUA),2022,Canada,Government,Rheumatology,Behavioral,Discrete Event Simulation,1,120395.5,85259.55,35135.96,5.1115,3.8512,1.2603,27878.51,80000,Highly Cost-Effective,True,False,,0.04,0.04,22,False,HUI,True,6,True,False,Government
CEA0922,Cost-Utility Analysis (CUA),2020,Netherlands,Hospital,Mental Health,Device,Markov,Lifetime,159583.63,7582.52,152001.11,14.8464,10.3643,4.482,33913.46,80000,Highly Cost-Effective,True,True,0.55,0.05,0.03,16,True,Literature,False,1,False,False,Government
CEA0923,Cost-Effectiveness Analysis (CEA),2019,Australia,Patient,Vaccines,Surgical,Hybrid,10,197324.9,145172.14,52152.76,6.5112,12.692,-6.1809,-8437.8,80000,Dominant,True,True,0.742,0.03,0.035,21,True,Expert Opinion,False,3,False,True,Independent
CEA0924,Cost-Effectiveness Analysis (CEA),2022,Sweden,Societal,Rare Diseases,Pharmaceutical,Markov,30,157172.81,83535.85,73636.96,6.3845,13.1437,-6.7592,-10894.32,80000,Dominant,True,True,0.747,0.05,0.035,23,False,SF-6D,False,1,True,False,Industry
CEA0925,Budget Impact Analysis (BIA),2017,South Korea,Societal,Respiratory,Behavioral,Markov,5,114521.31,104181.65,10339.66,3.022,12.0509,-9.0289,-1145.18,80000,Dominant,True,True,0.549,0.04,0.035,18,True,HUI,True,1,False,False,Mixed
CEA0926,Cost-Benefit Analysis (CBA),2019,Italy,Healthcare payer,Respiratory,Prevention,Decision Tree,5,169810.44,8673.76,161136.67,8.6087,7.7037,0.9049,178062.47,80000,Not Cost-Effective,True,True,0.375,0.035,0.03,16,True,HUI,True,7,False,False,Industry
CEA0927,Cost-Utility Analysis (CUA),2017,Netherlands,Societal,Oncology,Digital Health,Hybrid,Lifetime,11438.51,138639.33,-127200.82,12.5017,3.232,9.2698,-13722.14,80000,Dominant,True,False,,0.05,0.04,13,True,Literature,True,0,False,False,Industry
CEA0928,Budget Impact Analysis (BIA),2019,Netherlands,Hospital,Mental Health,Device,Decision Tree,10,157393.68,145076.79,12316.89,9.492,8.1267,1.3653,9021.6,80000,Highly Cost-Effective,True,True,0.777,0.035,0.03,23,True,Expert Opinion,False,9,False,True,Independent
CEA0929,Cost-Utility Analysis (CUA),2024,South Korea,Societal,Neurology,Prevention,Decision Tree,10,148313.62,74835.93,73477.69,7.9248,2.5102,5.4146,13570.25,80000,Highly Cost-Effective,True,False,,0.03,0.05,17,False,EQ-5D,True,6,False,True,Government
CEA0930,Cost-Benefit Analysis (CBA),2016,Netherlands,Hospital,Vaccines,Device,Hybrid,30,196938.66,122474.59,74464.07,7.2593,9.1444,-1.8851,-39501.55,80000,Dominant,True,True,0.743,0.035,0.04,21,True,EQ-5D,True,0,False,False,Industry
CEA0931,Cost-Minimization Analysis (CMA),2021,Japan,Patient,Rare Diseases,Surgical,Hybrid,Lifetime,44387.51,110006.87,-65619.36,5.6586,12.9317,-7.2731,9022.25,80000,Highly Cost-Effective,True,False,,0.05,0.035,23,True,SF-6D,True,0,False,False,Industry
CEA0932,Budget Impact Analysis (BIA),2022,Spain,Healthcare payer,Infectious Disease,Digital Health,Hybrid,Lifetime,37060.13,134972.12,-97911.99,4.0377,5.1232,-1.0854,90204.11,80000,Marginally Cost-Effective,True,True,0.898,0.03,0.04,21,False,HUI,True,6,False,True,Industry
CEA0933,Budget Impact Analysis (BIA),2021,Canada,Hospital,Rare Diseases,Behavioral,Discrete Event Simulation,20,197657.39,56366.8,141290.6,9.0664,7.3125,1.7538,80561.75,80000,Marginally Cost-Effective,True,True,0.598,0.035,0.05,14,True,Literature,False,5,True,False,Independent
CEA0934,Budget Impact Analysis (BIA),2019,Germany,Government,Rheumatology,Diagnostic,Discrete Event Simulation,1,50226.08,137724.52,-87498.44,8.6588,3.5029,5.1559,-16970.54,80000,Dominant,True,True,0.749,0.03,0.03,18,True,HUI,True,5,False,True,Industry
CEA0935,Cost-Benefit Analysis (CBA),2018,UK,Societal,Oncology,Screening,Decision Tree,1,86852.06,41961.19,44890.87,4.9974,8.1378,-3.1405,-14294.35,50000,Dominant,True,True,0.677,0.05,0.03,14,True,EQ-5D,False,3,True,False,Industry
CEA0936,Cost-Benefit Analysis (CBA),2023,Italy,Hospital,Rheumatology,Digital Health,Markov,10,110237.83,68319.47,41918.36,4.4652,9.9894,-5.5242,-7588.06,80000,Dominant,True,True,0.426,0.035,0.03,21,True,EQ-5D,False,3,False,False,Government
CEA0937,Cost-Minimization Analysis (CMA),2023,Japan,Healthcare payer,Infectious Disease,Device,Markov,20,75284.6,8069.07,67215.53,10.0516,7.5111,2.5405,26457.22,80000,Highly Cost-Effective,True,True,0.514,0.035,0.04,21,True,Expert Opinion,False,5,False,False,Industry
CEA0938,Cost-Minimization Analysis (CMA),2017,South Korea,Societal,Rheumatology,Pharmaceutical,Hybrid,5,168788.02,123281.42,45506.61,13.035,10.0118,3.0231,15052.86,80000,Highly Cost-Effective,True,True,0.446,0.05,0.05,22,False,SF-6D,True,2,True,False,Industry
CEA0939,Cost-Benefit Analysis (CBA),2016,Australia,Patient,Rare Diseases,Digital Health,Markov,20,135970.09,26760.26,109209.83,14.1925,2.9243,11.2682,9691.88,80000,Highly Cost-Effective,True,False,,0.03,0.05,23,True,Expert Opinion,False,3,False,False,Independent
