hta_id,agency,assessment_date,assessment_year,technology_category,therapeutic_area,n_rcts,n_observational_studies,total_patients_evidence,primary_endpoint_met,effect_size,serious_adverse_events_rate,discontinuation_rate,icer_per_qaly,willingness_to_pay_threshold,budget_impact_annual,certainty_of_evidence,cost_effectiveness_score,clinical_benefit_score,innovation_score,decision,reimbursement_rate,time_to_decision_months,market_exclusivity_years,managed_entry_agreement,manufacturer_appeals
HTA0872,G-BA (Germany),2019-09-23,2019,Pharmaceuticals,Cardiology,8,1,9644,True,0.502,0.0186,0.341,128193.62,100000,63638320.69,Moderate,1.69,7.78,7.54,Restricted,0.774,18,1,True,False
HTA0873,CADTH (Canada),2020-02-11,2020,Rehabilitation Technologies,Neurology,9,2,7607,True,-0.029,0.0767,0.0506,22401.88,100000,75332206.0,Moderate,9.95,2.51,8.1,Restricted,0.712,9,10,False,False
HTA0874,CADTH (Canada),2023-07-25,2023,Digital Health,Gastroenterology,16,14,8008,False,0.063,0.1777,0.3305,109544.77,100000,70283040.42,Very Low,6.37,6.73,8.64,Restricted,0.701,23,2,False,False
HTA0875,SMC (Scotland),2020-04-15,2020,Gene Therapy,Rheumatology,19,1,4798,True,1.995,0.1576,0.2939,47692.46,100000,55315200.78,Low,6.3,9.24,9.08,Recommended,0.994,4,5,False,False
HTA0876,G-BA (Germany),2024-07-27,2024,Diagnostic Tests,Infectious Disease,10,0,8206,True,0.064,0.011,0.3019,66702.47,100000,31944897.98,Low,8.49,9.78,6.78,Recommended,0.892,17,5,False,False
HTA0877,G-BA (Germany),2023-02-17,2023,Screening Programs,Hematology,19,2,8291,True,1.651,0.0946,0.21,26550.5,100000,41094706.85,High,5.8,1.88,8.11,Restricted,0.67,20,16,True,False
HTA0878,G-BA (Germany),2018-05-21,2018,Gene Therapy,Respiratory,1,3,669,True,0.632,0.0428,0.0558,113975.19,100000,24603946.35,High,8.85,4.99,3.15,Restricted,0.579,14,16,False,False
HTA0879,HAS (France),2020-10-07,2020,Screening Programs,Infectious Disease,11,14,5810,False,-0.102,0.2046,0.3488,106927.65,100000,10201799.18,High,2.52,2.06,7.53,Conditional,0.523,12,16,False,False
HTA0880,TLV (Sweden),2020-02-19,2020,Immunotherapy,Immunology,7,4,3046,False,-0.267,0.1182,0.0838,53597.21,100000,51181163.96,Low,2.78,2.96,6.68,Conditional,0.453,3,14,False,False
HTA0881,CVZ (Netherlands),2022-03-07,2022,Medical Devices,Respiratory,7,0,9849,True,0.773,0.1282,0.3497,80862.88,100000,36883525.01,Moderate,4.68,5.64,7.72,Restricted,0.536,12,8,False,False
HTA0882,NCPE (Ireland),2021-04-22,2021,Preventive Interventions,Respiratory,14,10,6071,True,1.656,0.1413,0.2064,122418.68,100000,25106030.66,Low,6.05,6.48,8.88,Restricted,0.745,19,12,False,False
HTA0883,NICE (UK),2022-11-03,2022,Rehabilitation Technologies,Immunology,22,9,6702,False,-0.105,0.1822,0.3788,99417.11,50000,41935402.43,Low,5.89,6.26,2.32,Conditional,0.579,12,10,False,False
HTA0884,HAS (France),2024-06-01,2024,Screening Programs,Gastroenterology,24,0,5579,True,0.973,0.0557,0.1719,109099.93,100000,22524874.14,Moderate,7.74,2.6,3.21,Conditional,0.307,16,2,True,False
HTA0885,NICE (UK),2023-09-12,2023,Medical Devices,Infectious Disease,20,8,5412,True,1.425,0.0534,0.2392,70290.53,50000,46641028.91,Moderate,8.93,8.37,6.67,Recommended,0.943,7,5,False,False
HTA0886,CVZ (Netherlands),2023-05-10,2023,Digital Health,Oncology,17,10,8806,False,0.227,0.2483,0.2779,36531.75,100000,21178129.88,Moderate,1.06,7.14,3.42,Conditional,0.626,23,15,False,False
HTA0887,HAS (France),2023-09-10,2023,Immunotherapy,Rheumatology,2,6,9780,True,1.894,0.0556,0.3025,53295.83,100000,58728879.49,High,5.46,2.34,5.38,Conditional,0.357,19,18,False,False
HTA0888,CADTH (Canada),2023-07-18,2023,Gene Therapy,Hematology,2,2,1723,True,-0.306,0.0446,0.3591,64473.83,100000,61818915.18,Moderate,4.41,4.49,6.0,Conditional,0.356,21,15,False,False
HTA0889,NCPE (Ireland),2019-02-12,2019,Surgical Procedures,Cardiology,19,7,324,True,1.014,0.0426,0.2975,15197.94,100000,75946272.64,Moderate,3.51,8.76,9.87,Restricted,0.576,8,7,True,False
HTA0890,G-BA (Germany),2018-08-24,2018,Screening Programs,Gastroenterology,18,11,9612,True,0.456,0.1974,0.2902,70415.29,100000,42514329.08,High,1.06,5.76,4.76,Conditional,0.618,10,9,True,False
HTA0891,TLV (Sweden),2021-03-25,2021,Digital Health,Immunology,16,8,9015,False,-0.122,0.2407,0.164,147610.94,100000,21336902.4,High,3.81,8.97,5.7,Restricted,0.541,5,1,True,False
HTA0892,CADTH (Canada),2024-03-01,2024,Digital Health,Rheumatology,15,3,2361,True,2.103,0.0824,0.2089,81290.7,100000,85200153.83,Very Low,9.37,1.07,9.3,Restricted,0.516,5,14,True,False
HTA0893,NICE (UK),2020-03-13,2020,Medical Devices,Respiratory,17,1,7197,False,-0.423,0.1563,0.2886,78303.55,50000,69728956.0,Moderate,8.67,2.26,4.61,Restricted,0.523,7,19,True,False
HTA0894,HAS (France),2020-03-17,2020,Medical Devices,Infectious Disease,18,13,9873,True,0.73,0.2112,0.1148,85452.12,100000,72501092.36,Very Low,8.96,5.58,6.79,Restricted,0.618,19,16,True,False
HTA0895,CADTH (Canada),2024-01-19,2024,Preventive Interventions,Gastroenterology,15,8,307,True,-0.108,0.1498,0.0811,76134.66,100000,62421023.1,High,2.86,4.02,4.32,Conditional,0.57,8,1,True,False
HTA0896,CVZ (Netherlands),2020-10-21,2020,Digital Health,Endocrinology,2,7,1075,True,1.16,0.0312,0.3053,92297.18,100000,66486200.12,Low,8.06,8.03,9.34,Recommended,0.998,3,0,False,False
HTA0897,CADTH (Canada),2019-12-18,2019,Diagnostic Tests,Neurology,14,9,4085,True,1.693,0.1303,0.1791,20314.47,100000,73491784.77,Moderate,3.39,6.87,6.03,Restricted,0.609,18,12,False,False
HTA0898,CVZ (Netherlands),2024-01-04,2024,Preventive Interventions,Infectious Disease,4,4,4857,False,0.349,0.0506,0.2971,26242.98,100000,78724702.89,Moderate,7.64,5.1,9.88,Recommended,0.916,5,7,False,False
HTA0899,G-BA (Germany),2022-10-17,2022,Pharmaceuticals,Hematology,3,12,2761,True,2.352,0.0361,0.0615,93153.79,100000,94960611.8,Very Low,5.36,5.21,6.8,Restricted,0.667,22,4,False,False
HTA0900,SMC (Scotland),2022-07-16,2022,Preventive Interventions,Infectious Disease,18,2,8207,True,-0.353,0.2157,0.1218,88397.52,100000,15749293.08,Moderate,4.25,2.29,1.41,Not Recommended,0.0,18,6,False,True
HTA0901,IQWIG (Germany),2019-01-01,2019,Preventive Interventions,Rheumatology,14,5,3849,True,-0.371,0.0578,0.3676,18986.72,100000,85828736.22,Moderate,8.76,5.84,8.9,Recommended,0.83,22,9,False,False
HTA0902,NICE (UK),2021-12-21,2021,Digital Health,Oncology,3,1,1449,True,2.382,0.1237,0.1385,55906.05,50000,88623327.82,Very Low,9.55,7.29,5.59,Restricted,0.555,15,15,False,False
HTA0903,SMC (Scotland),2019-07-06,2019,Surgical Procedures,Rheumatology,17,4,7227,False,0.285,0.0369,0.1834,117311.24,100000,42316805.85,Very Low,7.62,1.14,8.92,Restricted,0.53,17,6,True,False
HTA0904,TLV (Sweden),2023-04-04,2023,Diagnostic Tests,Immunology,4,2,5230,True,-0.215,0.0429,0.3275,68194.9,100000,14059551.18,Moderate,5.63,8.67,6.78,Restricted,0.553,14,0,False,False
HTA0905,NICE (UK),2024-09-14,2024,Diagnostic Tests,Immunology,23,11,793,False,0.069,0.2026,0.2703,119255.69,50000,69981445.08,Moderate,1.47,9.13,9.51,Restricted,0.718,19,7,False,False
HTA0906,PBAC (Australia),2024-07-21,2024,Digital Health,Rheumatology,17,10,7532,True,1.381,0.0128,0.3172,112307.68,100000,83202242.38,Low,6.1,8.02,5.43,Restricted,0.785,9,13,True,False
HTA0907,PBAC (Australia),2022-03-10,2022,Digital Health,Hematology,15,3,4088,True,1.924,0.0717,0.2531,54200.33,100000,53447078.29,Low,4.15,9.95,6.07,Restricted,0.747,14,7,True,False
HTA0908,CADTH (Canada),2023-05-04,2023,Pharmaceuticals,Respiratory,22,7,2172,True,1.258,0.2302,0.1393,85190.34,100000,18401478.49,Low,2.11,5.42,6.9,Conditional,0.532,16,9,False,False
HTA0909,CVZ (Netherlands),2023-05-19,2023,Gene Therapy,Oncology,5,14,4688,True,1.382,0.2137,0.1305,123515.22,100000,24255719.85,Low,4.88,2.03,7.43,Conditional,0.387,19,6,False,False
HTA0910,PBAC (Australia),2020-12-08,2020,Screening Programs,Respiratory,13,9,2801,True,0.202,0.0229,0.2002,119289.74,100000,71812931.0,Low,1.09,9.7,4.07,Conditional,0.696,10,10,False,False
HTA0911,CADTH (Canada),2018-08-16,2018,Preventive Interventions,Gastroenterology,17,14,9047,True,1.927,0.2315,0.1329,83242.69,100000,16733827.47,Moderate,1.81,9.48,6.74,Restricted,0.756,15,11,True,False
HTA0912,CADTH (Canada),2020-10-05,2020,Medical Devices,Infectious Disease,12,12,6250,False,0.453,0.077,0.306,88893.43,100000,24510192.81,Moderate,5.42,4.77,3.62,Conditional,0.623,19,10,False,False
HTA0913,SMC (Scotland),2023-09-28,2023,Rehabilitation Technologies,Respiratory,24,10,9983,False,0.126,0.0456,0.2879,20211.14,100000,87338930.47,Moderate,4.47,1.51,4.43,Conditional,0.661,13,1,False,False
HTA0914,SMC (Scotland),2019-05-01,2019,Preventive Interventions,Rheumatology,5,4,6841,True,1.329,0.231,0.0872,35588.14,100000,37652719.1,Low,3.42,8.94,1.49,Conditional,0.676,19,16,False,False
HTA0915,TLV (Sweden),2019-07-15,2019,Pharmaceuticals,Respiratory,1,12,8941,False,-0.119,0.1366,0.0603,13448.33,100000,67830428.24,Low,7.39,7.63,1.94,Restricted,0.708,12,4,False,False
HTA0916,CADTH (Canada),2024-01-23,2024,Immunotherapy,Neurology,17,12,7524,True,1.783,0.1376,0.0737,58405.89,100000,88606432.26,Low,3.91,9.44,1.69,Restricted,0.788,17,6,False,False
HTA0917,NICE (UK),2021-06-23,2021,Pharmaceuticals,Endocrinology,9,9,8034,True,0.415,0.0186,0.1021,106412.58,50000,37304933.57,Moderate,2.41,7.14,7.76,Restricted,0.554,20,18,True,False
HTA0918,TLV (Sweden),2018-11-11,2018,Surgical Procedures,Rheumatology,5,11,6134,True,1.293,0.0982,0.2968,112510.51,100000,69964032.35,Very Low,3.14,2.71,6.49,Conditional,0.538,10,18,True,False
HTA0919,IQWIG (Germany),2019-05-22,2019,Pharmaceuticals,Gastroenterology,9,9,1186,True,1.491,0.2478,0.3382,113132.46,100000,21596618.77,Low,5.73,9.0,3.97,Restricted,0.519,4,18,False,False
HTA0920,PBAC (Australia),2021-07-21,2021,Immunotherapy,Neurology,22,5,5361,True,1.378,0.1781,0.1386,122388.99,100000,95082129.36,Moderate,7.31,7.63,6.96,Restricted,0.664,14,18,False,False
HTA0921,CVZ (Netherlands),2021-04-12,2021,Screening Programs,Rheumatology,20,5,5210,True,1.929,0.2076,0.298,24033.02,100000,67072463.83,Low,4.83,4.72,4.99,Conditional,0.333,19,2,False,False
HTA0922,NCPE (Ireland),2024-11-04,2024,Digital Health,Infectious Disease,1,0,5472,False,-0.083,0.1819,0.3653,23670.42,100000,27264172.88,Very Low,9.52,5.36,4.37,Restricted,0.585,11,5,False,False
HTA0923,G-BA (Germany),2018-04-27,2018,Screening Programs,Neurology,13,4,2467,False,0.481,0.1031,0.3458,148320.44,100000,98399184.16,Moderate,5.37,3.73,3.83,Conditional,0.497,10,18,True,False
HTA0924,CADTH (Canada),2022-02-28,2022,Medical Devices,Endocrinology,8,0,7542,True,-0.405,0.2146,0.0981,133964.66,100000,91447194.36,Moderate,8.26,4.27,8.72,Restricted,0.747,10,8,False,False
HTA0925,IQWIG (Germany),2021-04-25,2021,Gene Therapy,Respiratory,7,1,4599,False,0.086,0.1991,0.3059,39460.38,100000,44145471.27,High,1.38,1.57,9.48,Conditional,0.694,5,1,False,False
HTA0926,SMC (Scotland),2022-09-13,2022,Surgical Procedures,Infectious Disease,9,7,3187,True,-0.088,0.0142,0.206,136635.99,100000,31221387.26,Moderate,9.33,1.95,1.47,Conditional,0.652,15,11,False,False
HTA0927,PBAC (Australia),2023-02-04,2023,Immunotherapy,Infectious Disease,1,6,6647,False,-0.122,0.1516,0.0995,14636.2,100000,43845207.35,Low,6.11,4.87,8.36,Restricted,0.738,9,13,False,False
HTA0928,NICE (UK),2020-01-15,2020,Medical Devices,Rheumatology,15,10,563,True,0.032,0.1457,0.2037,23479.24,50000,46968932.61,Moderate,7.58,9.76,5.23,Recommended,0.926,15,18,False,False
HTA0929,SMC (Scotland),2021-12-04,2021,Diagnostic Tests,Immunology,3,9,5705,False,-0.456,0.0869,0.2502,109613.08,100000,55483313.28,Low,3.54,2.66,1.49,Not Recommended,0.0,10,8,False,False
HTA0930,TLV (Sweden),2024-12-21,2024,Gene Therapy,Rheumatology,6,10,4436,True,0.651,0.0325,0.19,35355.48,100000,68337557.78,Moderate,2.32,4.15,3.02,Conditional,0.618,6,0,False,False
HTA0931,CADTH (Canada),2021-11-09,2021,Pharmaceuticals,Cardiology,7,12,6245,True,1.479,0.0336,0.2462,22383.45,100000,21949917.41,Moderate,1.61,7.04,5.17,Conditional,0.632,20,11,False,False
HTA0932,PBAC (Australia),2022-01-24,2022,Rehabilitation Technologies,Respiratory,5,5,9552,False,0.158,0.1334,0.0814,98196.36,100000,16381665.24,Moderate,6.66,8.04,7.17,Restricted,0.701,11,2,False,False
HTA0933,HAS (France),2019-04-01,2019,Immunotherapy,Immunology,6,4,5001,True,0.712,0.207,0.252,37274.8,100000,4970954.06,Low,2.2,4.08,5.59,Conditional,0.661,12,6,True,False
HTA0934,IQWIG (Germany),2018-08-02,2018,Screening Programs,Neurology,22,3,6486,True,0.228,0.0305,0.2371,133806.68,100000,51959704.9,Low,3.69,5.03,3.92,Conditional,0.344,14,0,False,False
HTA0935,TLV (Sweden),2022-06-03,2022,Digital Health,Immunology,5,13,3826,True,0.015,0.035,0.2876,117969.2,100000,50592011.04,Moderate,4.89,4.5,9.64,Restricted,0.73,9,1,False,False
HTA0936,SMC (Scotland),2024-01-11,2024,Screening Programs,Gastroenterology,9,10,5659,False,0.251,0.1969,0.3847,43637.71,100000,27497168.07,Low,7.95,9.34,1.57,Restricted,0.688,5,12,True,False
HTA0937,TLV (Sweden),2022-04-17,2022,Pharmaceuticals,Gastroenterology,9,12,924,True,2.325,0.0868,0.1669,126779.41,100000,65127820.37,Low,6.72,9.52,2.86,Restricted,0.797,17,0,True,False
HTA0938,PBAC (Australia),2018-06-22,2018,Immunotherapy,Endocrinology,3,9,9949,True,1.786,0.1359,0.0546,111754.45,100000,73489538.45,Moderate,9.61,3.02,5.12,Restricted,0.534,21,15,False,False
HTA0939,CADTH (Canada),2019-08-06,2019,Surgical Procedures,Immunology,3,14,7348,True,-0.334,0.0222,0.3591,126976.05,100000,35243117.48,Low,5.41,9.7,9.55,Recommended,0.997,19,0,False,False
HTA0940,NICE (UK),2021-06-06,2021,Digital Health,Rheumatology,17,9,1113,True,2.155,0.0693,0.3665,136873.31,50000,43991716.26,High,7.54,4.03,8.15,Restricted,0.549,22,16,True,False
HTA0941,IQWIG (Germany),2021-02-27,2021,Preventive Interventions,Oncology,22,7,4266,True,1.521,0.2297,0.1634,135559.69,100000,51036671.73,Moderate,9.07,1.29,1.25,Conditional,0.54,10,5,False,False
HTA0942,G-BA (Germany),2020-05-11,2020,Immunotherapy,Gastroenterology,18,9,1087,False,-0.12,0.2416,0.1427,50763.98,100000,92112529.09,Very Low,3.57,2.23,7.83,Conditional,0.672,15,5,True,False
HTA0943,CADTH (Canada),2024-09-06,2024,Medical Devices,Respiratory,11,10,7860,True,1.608,0.2487,0.2807,120138.57,100000,3733989.67,Low,3.7,2.14,2.02,Not Recommended,0.0,14,12,False,False
HTA0944,CADTH (Canada),2019-07-05,2019,Immunotherapy,Rheumatology,18,7,6001,False,0.468,0.1122,0.1201,123517.55,100000,74675752.96,Low,2.93,4.64,9.83,Restricted,0.547,15,3,True,False
HTA0945,NICE (UK),2021-04-11,2021,Medical Devices,Endocrinology,10,5,8281,True,0.706,0.1882,0.3468,71714.98,50000,59853207.26,Low,8.32,6.92,8.34,Recommended,0.915,5,13,False,False
HTA0946,NICE (UK),2018-03-21,2018,Rehabilitation Technologies,Rheumatology,20,6,2991,False,0.486,0.0776,0.1604,135917.31,50000,24173826.86,Moderate,7.37,3.45,9.45,Restricted,0.7,10,4,False,False
HTA0947,IQWIG (Germany),2019-03-14,2019,Diagnostic Tests,Hematology,22,2,1654,True,1.271,0.1736,0.377,118129.51,100000,64740873.08,High,4.36,2.25,8.93,Restricted,0.725,15,7,True,False
HTA0948,NICE (UK),2021-05-25,2021,Screening Programs,Rheumatology,9,2,6338,False,0.156,0.2137,0.1534,98027.65,50000,6064791.91,Moderate,3.41,4.43,4.19,Conditional,0.324,7,2,False,False
HTA0949,IQWIG (Germany),2018-12-18,2018,Diagnostic Tests,Gastroenterology,3,11,8992,True,0.494,0.1502,0.2962,61167.9,100000,50316568.55,Moderate,1.08,4.56,6.29,Conditional,0.528,13,1,True,False
HTA0950,PBAC (Australia),2022-04-27,2022,Medical Devices,Infectious Disease,23,9,5561,True,1.324,0.1598,0.2037,75558.46,100000,95995788.02,Low,2.0,2.91,9.78,Conditional,0.591,8,14,False,False
HTA0951,CVZ (Netherlands),2021-10-14,2021,Diagnostic Tests,Neurology,14,9,8109,False,-0.012,0.1015,0.341,76079.21,100000,25390768.46,Moderate,2.28,7.22,4.02,Conditional,0.404,5,2,True,False
HTA0952,G-BA (Germany),2024-03-26,2024,Surgical Procedures,Neurology,20,1,7804,True,1.12,0.1567,0.3992,146402.9,100000,96673331.9,Moderate,9.92,5.1,8.67,Recommended,0.843,8,18,False,False
HTA0953,IQWIG (Germany),2022-05-01,2022,Gene Therapy,Respiratory,19,2,2266,True,-0.161,0.036,0.3035,25548.71,100000,47305494.84,Moderate,5.95,7.36,7.16,Restricted,0.655,16,6,False,False
HTA0954,CADTH (Canada),2018-01-26,2018,Immunotherapy,Cardiology,14,13,1081,False,0.036,0.0906,0.3193,43452.15,100000,89260362.79,High,8.52,1.82,1.51,Conditional,0.445,7,16,True,False
HTA0955,PBAC (Australia),2023-10-21,2023,Immunotherapy,Infectious Disease,7,12,7202,True,1.84,0.1897,0.2524,125859.25,100000,20369126.91,Moderate,7.76,3.2,1.03,Conditional,0.665,20,17,True,False
HTA0956,CADTH (Canada),2024-05-09,2024,Gene Therapy,Rheumatology,2,1,7047,True,1.489,0.2488,0.0589,135477.96,100000,1388679.64,Moderate,2.52,7.82,1.46,Conditional,0.521,21,19,False,False
HTA0957,TLV (Sweden),2024-03-09,2024,Gene Therapy,Cardiology,22,7,6980,True,0.302,0.2379,0.1149,107522.5,100000,5232600.24,Moderate,4.05,8.15,8.11,Restricted,0.786,13,13,False,False
HTA0958,NCPE (Ireland),2024-04-15,2024,Screening Programs,Infectious Disease,18,6,5496,True,-0.201,0.1884,0.3602,99371.56,100000,15271845.98,Very Low,9.9,4.9,6.35,Restricted,0.733,19,19,True,False
HTA0959,CVZ (Netherlands),2019-09-18,2019,Surgical Procedures,Gastroenterology,18,12,9829,True,0.329,0.1649,0.0692,16717.31,100000,19681909.99,Low,6.66,7.57,4.33,Restricted,0.564,4,11,True,False
HTA0960,IQWIG (Germany),2018-04-27,2018,Surgical Procedures,Rheumatology,22,12,2604,True,2.362,0.0769,0.2054,135298.71,100000,68054837.21,Low,7.35,8.46,8.9,Recommended,0.929,6,13,False,False
HTA0961,G-BA (Germany),2021-06-01,2021,Preventive Interventions,Infectious Disease,1,12,6161,True,-0.045,0.0688,0.3205,14624.56,100000,19617657.23,Moderate,1.08,7.86,6.04,Conditional,0.66,22,19,False,False
HTA0962,NCPE (Ireland),2019-04-01,2019,Immunotherapy,Oncology,11,13,136,False,-0.248,0.2375,0.2384,9841.0,100000,40939631.26,Very Low,7.57,3.7,6.18,Restricted,0.68,13,16,False,False
HTA0963,NCPE (Ireland),2019-01-06,2019,Gene Therapy,Respiratory,19,3,9904,False,-0.395,0.2478,0.1541,17194.74,100000,1501644.34,Moderate,6.67,3.99,8.53,Restricted,0.715,20,4,True,False
HTA0964,TLV (Sweden),2023-10-26,2023,Gene Therapy,Immunology,15,5,2124,True,1.264,0.0991,0.2844,67608.35,100000,76370063.68,Low,7.05,5.42,8.04,Restricted,0.648,3,2,True,False
HTA0965,CADTH (Canada),2022-07-26,2022,Rehabilitation Technologies,Rheumatology,22,0,4985,False,0.19,0.1403,0.2481,20336.91,100000,44158965.89,High,3.77,9.1,6.17,Restricted,0.723,8,14,False,False
HTA0966,CVZ (Netherlands),2019-07-03,2019,Pharmaceuticals,Respiratory,9,12,8968,True,1.059,0.105,0.1538,116832.3,100000,90050488.48,Low,8.62,9.18,9.21,Recommended,0.823,6,16,False,False
HTA0967,SMC (Scotland),2021-07-04,2021,Diagnostic Tests,Hematology,11,5,7866,True,0.886,0.0552,0.2547,75258.55,100000,52400619.67,High,5.66,1.45,8.93,Restricted,0.603,13,7,True,False
HTA0968,NCPE (Ireland),2022-11-20,2022,Gene Therapy,Infectious Disease,21,11,5303,False,0.261,0.0293,0.2811,44271.68,100000,25128145.91,Moderate,9.24,5.5,7.03,Restricted,0.584,13,11,False,False
HTA0969,HAS (France),2018-02-23,2018,Digital Health,Endocrinology,13,6,7290,True,-0.455,0.2256,0.2345,128221.33,100000,6930565.4,Moderate,3.33,4.48,8.23,Restricted,0.616,12,1,False,False
HTA0970,NICE (UK),2021-08-04,2021,Diagnostic Tests,Immunology,13,12,7594,True,2.158,0.0519,0.2705,98375.3,50000,28833998.84,Very Low,1.58,6.47,5.32,Conditional,0.398,18,3,True,False
HTA0971,NCPE (Ireland),2022-04-20,2022,Rehabilitation Technologies,Neurology,21,2,3644,True,2.295,0.1432,0.3744,53405.57,100000,33450820.85,Moderate,7.35,6.09,9.33,Recommended,0.805,12,4,False,False
HTA0972,G-BA (Germany),2021-07-16,2021,Diagnostic Tests,Endocrinology,5,0,5167,True,0.726,0.0862,0.102,5634.18,100000,97053271.18,Very Low,5.35,9.96,7.06,Restricted,0.521,12,6,True,False
HTA0973,SMC (Scotland),2023-12-04,2023,Immunotherapy,Infectious Disease,11,0,389,True,1.474,0.0974,0.2959,103972.93,100000,10181635.72,Very Low,5.38,4.54,9.6,Restricted,0.631,14,14,True,False
HTA0974,G-BA (Germany),2023-10-05,2023,Rehabilitation Technologies,Cardiology,20,12,2773,False,-0.265,0.0507,0.074,135084.33,100000,20836342.38,Moderate,3.57,3.74,7.01,Conditional,0.682,18,11,True,False
HTA0975,SMC (Scotland),2020-06-20,2020,Preventive Interventions,Endocrinology,14,1,2800,True,2.445,0.16,0.2252,60638.73,100000,54398081.32,Moderate,4.24,5.18,3.48,Conditional,0.372,8,3,False,False
HTA0976,HAS (France),2019-05-09,2019,Pharmaceuticals,Cardiology,1,3,4189,True,0.892,0.0814,0.3039,137303.63,100000,41835737.73,Very Low,5.65,5.7,6.4,Restricted,0.58,15,5,True,False
HTA0977,NICE (UK),2023-12-18,2023,Pharmaceuticals,Respiratory,23,0,2546,True,1.316,0.1809,0.1623,106352.67,50000,53152399.08,Low,8.52,2.66,6.52,Restricted,0.516,15,17,True,False
HTA0978,TLV (Sweden),2018-11-07,2018,Gene Therapy,Oncology,8,2,3062,True,2.349,0.0217,0.3273,106366.19,100000,26828338.21,Low,7.45,5.13,7.2,Restricted,0.633,10,6,True,False
HTA0979,CVZ (Netherlands),2023-02-20,2023,Pharmaceuticals,Rheumatology,21,7,7486,False,0.074,0.0556,0.287,108349.19,100000,98553128.89,Moderate,3.44,7.15,9.81,Restricted,0.553,5,12,True,False
HTA0980,CADTH (Canada),2024-05-04,2024,Diagnostic Tests,Endocrinology,15,5,3034,False,-0.478,0.1364,0.069,84876.52,100000,72126384.3,High,7.25,5.05,8.3,Restricted,0.66,7,8,False,False
HTA0981,SMC (Scotland),2022-11-25,2022,Preventive Interventions,Cardiology,10,12,1389,False,0.261,0.063,0.1946,33504.05,100000,95467464.87,Low,7.79,7.42,8.86,Recommended,0.99,9,14,False,False
HTA0982,CADTH (Canada),2018-08-26,2018,Digital Health,Neurology,7,13,3505,False,0.358,0.0253,0.3836,93835.88,100000,80287790.28,Moderate,3.88,5.17,2.32,Conditional,0.443,11,12,False,False
HTA0983,TLV (Sweden),2021-09-15,2021,Diagnostic Tests,Hematology,24,6,6151,True,0.605,0.0606,0.0848,38943.43,100000,19939751.19,Very Low,3.58,3.08,8.51,Restricted,0.626,8,4,False,False
HTA0984,NICE (UK),2023-11-07,2023,Medical Devices,Endocrinology,17,7,159,True,0.765,0.2036,0.3663,119630.28,50000,24257898.07,Very Low,4.27,2.52,5.5,Conditional,0.59,15,16,True,False
HTA0985,CVZ (Netherlands),2023-05-08,2023,Preventive Interventions,Oncology,1,6,4522,True,0.583,0.2094,0.387,140587.71,100000,17149708.93,High,4.95,7.56,9.8,Restricted,0.735,7,9,True,False
HTA0986,CVZ (Netherlands),2023-10-14,2023,Rehabilitation Technologies,Gastroenterology,20,2,3968,True,2.336,0.0133,0.2411,15962.23,100000,29353261.26,High,8.74,6.32,9.12,Recommended,0.938,9,5,False,False
